id,bid,正文,头条文章url,原始图片url,视频url,Live Photo视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否编辑过,编辑次数,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博Live Photo视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期,源微博是否编辑过,源微博编辑次数
"4326491590407992	",Hb7an1I8w,五月天太好听了！！ ,,,,,,2019-01-09T10:04:00,微博轻享版,1686,283,23,,,2019/1/9 10:04,FALSE,0,TRUE,,,,,,,,,,,,,,,,,,,,
"4326186122982042	",HaZdGcvLs,有一个我！梦一样的三个月，这一季吐槽大会和兔兔会谢幕，谢谢大家的爱～,,,,,,2019-01-08T13:50:10,微博轻享版,27,32,1,,,2019/1/8 13:50,FALSE,0,FALSE,6434509279,吐槽吐槽大会,"4326160563248831	",HaYysdDav,"第十期兔兔会来啦：
网页链接
昨天放出来的“四个陈述”，感受到了大家有在认真分析“到底哪一个才是真的”，结果就在正片里，大家快去看吧。最后一期，好久没来的@李诞 @池子池子大池子 都回来兔兔会了，大家一起边吃火锅边聊天的计划也实现了。@努力努力再努力x 上台之前真的被段子吓到、导演为@歐陽娜娜Nana 抛弃职业原则，@沈玉琳 和@欧阳靖 的rap到底出自谁手。
最后一期，还是要保持抽奖的美德，转发里抽三位送一份【噗哧饭票】。",,https://wx2.sinaimg.cn/large/0071sxNJly1fyz1nb8jlhg30jg0yldhr.gif,,,,2019-01-08T12:08:36,iPhone 6s,157,180,181,,"李诞,池子池子大池子,努力努力再努力x,歐陽娜娜Nana,沈玉琳,欧阳靖",2019/1/8 12:08,,
"4325993877447405	",HaUdBvfpr,压力大到有点痛苦的时候，看谈话密度高的精英职业型美剧有奇效，于是最近又在回看 Aaron Sorkin 的老剧。权力可能是压力的疏解，哪怕只是对施展权力的旁观。想来有点变态。 ,,,,,,2019-01-08T01:06:15,微博轻享版,268,31,43,,,2019/1/8 1:06,FALSE,0,TRUE,,,,,,,,,,,,,,,,,,,,
"4325501088493323	",HaHoMzDv5,我的个人经验是，只要自己心底里知道做了错事，就永远不要妄想能把它聪明机智地公关掉。犯错后最好的公关就是立正挨打。 ,,,,,,2019-01-06T16:28:06,微博轻享版,589,23,79,,,2019/1/6 16:28,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,
"4325479349886718	",HaGPIFtZc,今日重大发现：熊猫从某个角度看像骷髅 ,,,,,,2019-01-06T15:01:43,微博轻享版,74,26,3,,,2019/1/6 15:01,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,
"4325241024758494	",HaADkjXTU,火锅之歌：“它们都老了吗，它们在哪里呀。” ,,,,,,2019-01-05T23:14:41,微博轻享版,930,144,774,,,2019/1/5 23:14,FALSE,0,TRUE,,,,,,,,,,,,,,,,,,,,
"4324166604175849	",Ha8Gohwkp,听不见的人有助听器，综艺节目的花字应该就是“助想器”：让我来辅助你，告诉你该做何反应。花字多的综艺节目，就是鼓励人变得脑袋空空。 ,,,,,,2019-01-03T00:05:20,微博轻享版,295,30,18,,,2019/1/3 0:05,FALSE,0,TRUE,,,,,,,,,,,,,,,,,,,,
"4323826194597739	",H9ZPlji55,谁不是在烦恼和挣扎中曲折前行呢，我如果不幸露出通透的假象，不过是因为习惯于 thinking out loud，有点啥思考都赶紧写出来，没写的那些，意思就是都还在高悬。我们人生的进步不过是从解决简单的痛苦到解决复杂的痛苦。希望朋友们别羡慕任何人的人生，尤其是我的，咱们也都尽量别展示出一种虚幻的完美人生样本。新的一年，我们都加加油，更多地允许自己展现脆弱、痛苦和愚蠢吧。,,,,,,2019-01-02T01:32:40,微博轻享版,812,43,194,,,2019/1/2 1:32,FALSE,0,TRUE,,,,,,,,,,,,,,,,,,,,
"4323822243446309	",H9ZIYesxD,"之前不怎么敢信任自己能拥有长久稳定的封闭式亲密关系，总觉得这世界上美好的人类那么多，遇到了很喜欢的人又睡不上多亏啊。
也就是最近这段时间，经历了一些重要的小事，让我信心又重新大增了。总的来说就是意识到，人与人之间，美好的关系不止一种。不让所有关系都归于同样一种套路，是对它们的珍惜和尊重。但与此同时，也不必限制自己对世界长久地释放与表达爱意，这种广义的爱长期来说，其实会慢慢滋养两个人的关系，让它免于狭隘。
有点挣扎过的小事情，今天算是自我和解了一点点，与大家分享～",,,,,,2019-01-02T01:16:58,微博轻享版,528,33,131,,,2019/1/2 1:16,FALSE,0,TRUE,,,,,,,,,,,,,,,,,,,,
"4323738633897064	",H9Xy7glNS,今天最开心的事情就是 Vox 的 YouTube Channel 也出了会员版（Vox Video Lab），才 $4.99，有直播、幕后花絮、Q&A，还有我最喜欢的：他们团队的每月最爱视频推荐。强烈推荐做内容的从业者买一份，第一次听说这个名字的朋友们，也可以去看看他们的作品（大部分是免费的）。能直接用付费的方式支持好的原创内容，对生产者和消费者都是特别好的事情，希望未来有越来越多这样的模式出现。,,,,,,2019-01-01T19:44:43,,113,33,41,,,2019/1/1 19:44,TRUE,1,TRUE,,,,,,,,,,,,,,,,,,,,
